rank,tier,priority_score,formula_tier,formula_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,gmgn_realized_profit_usd,gmgn_pnl_ratio,gmgn_winrate,gmgn_buy_count,gmgn_sell_count,gmgn_period,gmgn_snapshot_at_iso,gmgn_tags,okx_win_rate,okx_avg_buy_value_usd,okx_preferred_mcap,okx_buy_tx_count,okx_snapshot_at_iso,kol_like,owner_manual_label,owner_manual_notes,sources,tags,provider_tags,token_tags,llm_verdict,llm_confidence,llm_recommended_action,llm_reasoning,llm_reviewed_at_iso,llm_review_fresh,llm_score_adjustment,llm_formula_disagreement,stale_review_count,stale_candidate,stale_reason,manual_rating,manual_notes
85,C,104.6,C,104.6,8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,https://gmgn.ai/sol/address/8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,Cooker.hl | Kms.eth | 版本之子 | Cooker,CookerFlips,Cooker.hl | Kms.eth | 版本之子 | Cooker,1,1,0.200,5,5,1.26,0.3,2026-05-10T22:46:54.000Z,2026-05-12T06:42:34.192Z,28902,,-38602.76146225908,0,yes,0.3,2026-05-12T06:42:34.192Z,0.007472607356109383,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|trojan|gmgn|wash_trader,bundler|paper_hands|whale|diamond_hands,,,,,,no,0,no,0,no,,,
86,C,104.2,C,104.2,HZyJNKiMYYgpvd7xK36tGkdG1xf9SkNQjNy8koSDcGyA,https://gmgn.ai/sol/address/HZyJNKiMYYgpvd7xK36tGkdG1xf9SkNQjNy8koSDcGyA,,,,1,1,0.250,4,4,1.01,0.3,2026-05-06T10:40:04.000Z,2026-05-12T06:42:16.139Z,139810,,546.023452352,0,yes,0.3,2026-05-12T06:42:16.139Z,0.012002619459304245,,,,,,,,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
87,B,103.6,B,103.6,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,https://gmgn.ai/sol/address/FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,,,,2,2,0.667,3,3,3,4.3,2026-05-07T18:06:42.000Z,2026-05-08T08:07:29.507Z,105200,,-4.31056919511,0,no,4.3,2026-05-08T08:07:29.507Z,0.0004705159175556129,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
88,C,103.6,C,103.6,GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,https://gmgn.ai/sol/address/GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,,,,1,1,0.167,6,5,1.51,0.3,2026-05-07T03:33:40.000Z,2026-05-12T06:42:32.171Z,131302,,178.12822219967,0,yes,0.3,2026-05-12T06:42:32.171Z,0.00018112472700861944,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
89,B,103.6,B,103.6,hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,https://gmgn.ai/sol/address/hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,,,,2,2,0.667,3,3,3,4.3,2026-05-08T02:50:54.000Z,2026-05-08T08:07:29.507Z,144159,0,18.29494663328798,0,no,4.3,2026-05-08T08:07:29.507Z,0.0028703068572578302,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
90,B,103.4,B,101.6,71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,https://gmgn.ai/sol/address/71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,,,,3,2,1.000,3,2,3,4.3,2026-05-08T08:07:17.000Z,2026-05-08T08:08:34.962Z,142975,0,-3.94257918716287,,no,4.3,2026-05-08T08:08:34.962Z,,,,,,,,,,,,,,,no,,,okx,smart_money,,,genuine_smart_trader,60,keep,"Shows sell actions on tokens near 200k mcap with smart_money tag and complete data, indicating potential early trader behavior despite limited sightings.",2026-05-12T11:36:43.266Z,yes,1.8,no,0,no,,,
91,C,103.2,C,103.2,2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,https://gmgn.ai/sol/address/2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,,,,1,1,0.143,7,7,1.77,0.3,2026-05-10T20:46:42.000Z,2026-05-12T06:42:46.145Z,28902,,21.64777492941,0,yes,0.3,2026-05-12T06:42:46.145Z,0.0003796176463614259,,,,,,,,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
92,B,103.2,B,103.2,mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,https://gmgn.ai/sol/address/mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,,,,2,2,0.400,5,5,1.71,1.4,2026-05-10T20:45:40.000Z,2026-05-11T05:34:06.309Z,74240,,2.48186991643,0,yes,1.4,2026-05-11T05:34:06.309Z,0.0002088112570329388,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
93,C,102.9,C,102.9,teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,https://gmgn.ai/sol/address/teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,,,,1,1,0.333,3,3,0.75,0.3,2026-05-08T06:07:00.000Z,2026-05-12T06:42:32.169Z,131302,408,359.83717240678,0,yes,0.3,2026-05-12T06:42:32.169Z,0.00002635394625561532,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,paper_hands,,,,,,no,0,no,0,no,,,
94,C,102.6,C,102.6,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,https://gmgn.ai/sol/address/4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,decu,notdecu,decu,1,1,0.333,3,3,0.75,0.3,2026-05-10T20:09:28.000Z,2026-05-12T06:42:46.148Z,28902,,-3.91000637385,0,yes,0.3,2026-05-12T06:42:46.148Z,0.00000615449841959865,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
95,C,102.6,C,102.6,98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,https://gmgn.ai/sol/address/98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,Leck,LeckSol,Leck,1,1,0.333,3,3,0.76,0.3,2026-05-10T20:13:16.000Z,2026-05-12T06:42:36.124Z,28902,,-0.35674647372,0,yes,0.3,2026-05-12T06:42:36.124Z,0.000037748960313788706,,,,,,,,,,,,,,yes,,,okx|gmgn,kol|renowned,kol|axiom|bullx|padre,paper_hands|bundler,,,,,,no,0,no,0,no,,,
96,C,102.6,C,102.6,J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,https://gmgn.ai/sol/address/J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,三千火炎焱,iurttkx,三千火炎焱,1,1,0.333,3,3,0.76,0.3,2026-05-07T11:09:40.000Z,2026-05-12T06:41:52.242Z,148507,,-25.6501717548,0,yes,0.3,2026-05-12T06:41:52.242Z,0.00578214791874229,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|gmgn,,,,,,,no,0,no,0,no,,,
97,C,102.5,C,102.5,Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,https://gmgn.ai/sol/address/Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,,,,1,1,0.500,2,2,1.91,0.3,2026-05-10T10:52:49.000Z,2026-05-12T06:42:34.187Z,119579,,378.40920301622,0,yes,0.3,2026-05-12T06:42:34.187Z,0.0038996373602804787,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
98,C,102.2,C,102.2,7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,https://gmgn.ai/sol/address/7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,,,,1,1,0.333,3,3,3,1.4,2026-05-10T05:50:05.000Z,2026-05-11T05:33:46.292Z,119579,,5101.817791277132,0,yes,1.4,2026-05-11T05:33:46.292Z,0.006374116257461653,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler|transfer_in,,,,,,no,0,no,0,no,,,
99,C,102,C,102,8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,https://gmgn.ai/sol/address/8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,,,,1,1,0.500,2,2,1.91,0.3,2026-05-10T06:49:33.000Z,2026-05-12T06:42:34.186Z,119579,,317.90896431589,0,yes,0.3,2026-05-12T06:42:34.186Z,0.0031232239727381436,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
100,C,101.6,C,101.6,DvsVANJkMX3NmZYTVbCKhkZgr1FXYX5oHnhzN97o8hAM,https://gmgn.ai/sol/address/DvsVANJkMX3NmZYTVbCKhkZgr1FXYX5oHnhzN97o8hAM,,,,1,1,0.333,3,3,0.76,0.3,2026-05-10T14:26:33.000Z,2026-05-12T06:42:16.139Z,119579,,215.89171854796,0,yes,0.3,2026-05-12T06:42:16.139Z,0.00010643033248499798,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|trojan|padre|pepeboost,bundler|paper_hands,,,,,,no,0,no,0,no,,,
101,C,101.1,C,101.1,4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,https://gmgn.ai/sol/address/4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,,,,1,1,0.500,2,2,2,4.3,2026-05-08T06:20:28.000Z,2026-05-08T08:08:34.970Z,91917,,591.9426960182723,0.466667,no,4.3,2026-05-08T08:08:34.970Z,48.990444028327616,,,,,,,,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,,,,,,,,no,0,no,0,no,,,
102,C,100.9,C,100.9,BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,https://gmgn.ai/sol/address/BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,,,,1,1,0.250,4,4,4,1.4,2026-05-10T10:12:43.000Z,2026-05-11T05:33:58.284Z,119579,,6055.7001743080045,0,yes,1.4,2026-05-11T05:33:58.284Z,0.00032204318041578804,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,,,,,no,0,no,0,no,,,
103,C,100.8,C,100.8,56zoeCrehFaXAtJWLGRvdAkED6emPaAVf1Di4AQiJZpk,https://gmgn.ai/sol/address/56zoeCrehFaXAtJWLGRvdAkED6emPaAVf1Di4AQiJZpk,rachaelsacks.eth,RAnSacks,rachaelsacks.eth,1,1,0.250,4,3,1.01,0.3,2026-05-08T00:20:14.000Z,2026-05-12T06:42:32.171Z,131302,,-398.2249254943804,0,yes,0.3,2026-05-12T06:42:32.171Z,0.013276950357063867,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol,paper_hands,,,,,,no,0,no,0,no,,,
104,C,100.8,C,100.8,FEawALsm5KT6UHySiFPDwAanvUWXzMadJSMxncdebnge,https://gmgn.ai/sol/address/FEawALsm5KT6UHySiFPDwAanvUWXzMadJSMxncdebnge,,,,1,1,1.000,1,1,1,1.4,2026-05-10T15:32:19.000Z,2026-05-11T05:33:34.162Z,4713,,12.95704492134,0,yes,1.4,2026-05-11T05:33:34.162Z,0.00011723188858214087,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
105,C,100.7,C,100.7,6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,https://gmgn.ai/sol/address/6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,JAY,jaystoolate,JAY,1,1,0.250,4,4,3.82,0.3,2026-05-10T06:23:17.000Z,2026-05-12T06:42:34.186Z,119579,,3045.8762573105,0,yes,0.3,2026-05-12T06:42:34.186Z,0.0018094549402129282,,,,,,,,,,,,,,yes,,,gmgn,smart_degen,axiom|photon|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,,
106,C,100.6,C,100.6,4NMLbGDzjYoBMH4Lkg5964D2XW9XAg6w9eUXJqsCUXg6,https://gmgn.ai/sol/address/4NMLbGDzjYoBMH4Lkg5964D2XW9XAg6w9eUXJqsCUXg6,,,,1,1,0.500,2,2,0.51,0.3,2026-05-07T22:08:18.000Z,2026-05-12T06:42:16.125Z,79098,,37.37763939535,0,yes,0.3,2026-05-12T06:42:16.125Z,0.000053512526123172215,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands,,,,,,no,0,no,0,no,,,
107,C,99.9,C,99.9,3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,https://gmgn.ai/sol/address/3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,,,,1,1,0.200,5,5,1.72,1.4,2026-05-07T05:08:19.000Z,2026-05-11T05:33:58.284Z,131302,,4617.4405317291,0,yes,1.4,2026-05-11T05:33:58.284Z,0.000026510851132486276,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,,,,,no,0,no,0,no,,,
108,B,99.9,B,99.9,Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,https://gmgn.ai/sol/address/Tq9FfKdMhnMyBZiyXAGCXb3m6RsyX2WhfXq8DZykafU,,,,2,2,0.400,5,5,5,1.4,2026-05-11T00:49:49.000Z,2026-05-11T05:34:06.309Z,74240,,-46.11180385221,0,yes,1.4,2026-05-11T05:34:06.309Z,0.000055727840694374464,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,paper_hands|bundler,,,,,,no,0,no,0,no,,,
109,C,99.2,C,99.2,FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,https://gmgn.ai/sol/address/FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,,,,1,1,0.200,5,5,1.72,1.4,2026-05-07T03:29:52.000Z,2026-05-11T05:33:58.281Z,131302,,3461.3612427721196,0,yes,1.4,2026-05-11T05:33:58.281Z,0.00003572809757966395,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
110,C,99,C,99,7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,https://gmgn.ai/sol/address/7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,,,,1,1,0.333,3,3,2.86,0.3,2026-05-10T08:47:29.000Z,2026-05-12T06:42:32.169Z,119579,,821.4686921692341,0,yes,0.3,2026-05-12T06:42:32.169Z,0.0035797739167373237,,,,,,,,,,,,,,no,,,gmgn,smart_degen,bullx|gmgn,bundler|paper_hands,,,,,,no,0,no,0,no,,,
111,C,98.8,C,98.8,8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,https://gmgn.ai/sol/address/8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,Stigman,Stigman__,Stigman,1,1,0.200,5,5,4.77,0.3,2026-05-10T05:20:21.000Z,2026-05-12T06:42:34.186Z,119579,,1622.5651211144684,0,yes,0.3,2026-05-12T06:42:34.186Z,0.0026731472691209927,,,,,,,,,,,,,,yes,,,gmgn,smart_degen,axiom|padre,bundler|transfer_in|paper_hands,,,,,,no,0,no,0,no,,,
112,C,98.6,C,98.6,VVV4C8wbLVU5Yw2JmdF7SPmoG2ubmJmmcjzHAJcdHgH,https://gmgn.ai/sol/address/VVV4C8wbLVU5Yw2JmdF7SPmoG2ubmJmmcjzHAJcdHgH,钻石手,Sunnyikes,钻石手,1,1,0.125,8,7,2.01,0.3,2026-05-07T14:58:00.000Z,2026-05-12T06:42:34.192Z,131302,,15.87507880132,0,yes,0.3,2026-05-12T06:42:34.192Z,0.0006496741541321508,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,,
113,C,98.5,C,98.5,AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,https://gmgn.ai/sol/address/AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,,,,1,1,0.500,2,2,2,1.4,2026-05-10T05:30:59.000Z,2026-05-11T05:33:46.296Z,119579,,147.58212796779,0,yes,1.4,2026-05-11T05:33:46.296Z,0.014075112602598583,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,bundler|paper_hands,,,,,,no,0,no,0,no,,,
114,B,98.1,B,98.1,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,https://gmgn.ai/sol/address/CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,,,,2,2,0.500,4,4,4,4.3,2026-05-07T13:03:12.000Z,2026-05-08T08:07:29.513Z,109454,,44.06819989814,0,no,4.3,2026-05-08T08:07:29.513Z,0.000059284517504793545,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
115,B,98.1,B,98.1,HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,https://gmgn.ai/sol/address/HtwoXN4SeA4NDYMSwLc2fAYsXys3QUeVt78KDwFPYk3E,,,,2,2,0.500,4,4,4,4.3,2026-05-08T05:32:20.000Z,2026-05-08T08:07:33.544Z,111610,,133.12455733295,0,no,4.3,2026-05-08T08:07:33.544Z,0.0001423527393053937,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
116,B,98.1,B,98.1,J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,https://gmgn.ai/sol/address/J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,,,,2,2,0.500,4,4,4,4.3,2026-05-07T10:50:15.000Z,2026-05-08T08:07:31.502Z,105200,,-14.84783995322,0,no,4.3,2026-05-08T08:07:31.502Z,0.0002517131671968409,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
117,B,98.1,B,98.1,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,https://gmgn.ai/sol/address/Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,,,,2,2,0.500,4,4,4,4.3,2026-05-07T04:00:23.000Z,2026-05-08T08:07:29.513Z,135556,,82.1359132483,0,no,4.3,2026-05-08T08:07:29.513Z,0.002575505466355531,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
118,C,97.3,C,97.3,4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,https://gmgn.ai/sol/address/4Vg8eMEQ8hdiFfkwLJnjxDcRTX88TUc8w9hvsokvNS2q,,,,1,1,0.250,4,3,1.01,0.3,2026-05-10T14:17:40.000Z,2026-05-12T06:42:36.124Z,119579,,80.26785890166701,0,yes,0.3,2026-05-12T06:42:36.124Z,0.0003079815500276286,,,,,,,,,,,,,,no,,,gmgn,smart_degen,pump_smart,,,,,,,no,0,no,0,no,,,
119,C,96.2,C,96.2,9LxMdvs1m8QRFvFuhvzzMXykAkpaHTJhktULdpBztUMm,https://gmgn.ai/sol/address/9LxMdvs1m8QRFvFuhvzzMXykAkpaHTJhktULdpBztUMm,,,,1,1,0.125,8,7,2.01,0.3,2026-05-07T03:42:39.000Z,2026-05-12T06:42:46.142Z,131302,,-123.22446002114,0,yes,0.3,2026-05-12T06:42:46.142Z,0.00048305049484779464,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
120,C,96.1,C,96.1,6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,https://gmgn.ai/sol/address/6NQXRwFyzjuaHhYi5iYshs9zeMNTScv4z54bn3Q3opHu,阿峰_Afeng,aa_AFeng,阿峰_Afeng,1,1,0.500,2,2,2,4.3,2026-05-08T06:50:51.000Z,2026-05-08T08:08:34.985Z,91917,,1558.4209738992793,0.42857100000000004,no,4.3,2026-05-08T08:08:34.985Z,413.32611019162437,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|gmgn,paper_hands,,,,,,no,0,no,0,no,,,
121,C,96,C,96,tuyuNoNBoij3FTkHmjkiEa4d8Nus4bjaCHfKRGgfLEs,https://gmgn.ai/sol/address/tuyuNoNBoij3FTkHmjkiEa4d8Nus4bjaCHfKRGgfLEs,,,,1,1,0.250,4,4,3.82,0.3,2026-05-10T05:23:34.000Z,2026-05-12T06:42:32.170Z,119579,,498.82108983243,0,yes,0.3,2026-05-12T06:42:32.170Z,0.012032909661949026,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
122,C,95.9,C,95.9,8h4ws6RXbhZTh53ZZLi4hTw61iBMu3KUVouNkdToUXKq,https://gmgn.ai/sol/address/8h4ws6RXbhZTh53ZZLi4hTw61iBMu3KUVouNkdToUXKq,,,,1,1,0.500,2,2,2,1.4,2026-05-10T20:22:33.000Z,2026-05-11T05:34:06.309Z,28902,,55.01022989965,0,yes,1.4,2026-05-11T05:34:06.309Z,0.00017147863576535792,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
123,C,95.1,C,95.1,A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,https://gmgn.ai/sol/address/A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,,,,1,1,0.333,3,3,3,1.4,2026-05-10T21:16:56.000Z,2026-05-11T05:33:46.296Z,119579,,341.50037200726,0,yes,1.4,2026-05-11T05:33:46.296Z,0.008937371955476626,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|bullx,bundler|paper_hands,,,,,,no,0,no,0,no,,,
124,C,95.1,C,95.1,HtHkKxYN43BdJ8QJU1srMa3bqjpncLFcZgVCX8yU3AJS,https://gmgn.ai/sol/address/HtHkKxYN43BdJ8QJU1srMa3bqjpncLFcZgVCX8yU3AJS,,,,1,1,0.333,3,3,0.76,0.3,2026-05-07T04:17:01.000Z,2026-05-12T06:42:16.139Z,131302,,16.81564052843,0,yes,0.3,2026-05-12T06:42:16.139Z,0.0017882663601656817,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|photon,paper_hands,,,,,,no,0,no,0,no,,,
125,C,94.9,C,94.9,DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,https://gmgn.ai/sol/address/DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,,,,1,1,0.250,4,4,3.82,0.3,2026-05-10T20:17:41.000Z,2026-05-12T06:42:16.124Z,28902,,339.08163888587,0,yes,0.3,2026-05-12T06:42:16.124Z,0.015003443262802594,,,,,,,,,,,,,,no,,,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
126,C,94.9,C,94.9,HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,https://gmgn.ai/sol/address/HSsJjkHrxezZ1SdhgdivhDGXbxANicWbKvKsVtrMrJvG,,,,1,1,0.167,6,6,5.72,0.3,2026-05-10T14:14:06.000Z,2026-05-12T06:42:46.142Z,119579,,302.94779550724,0,yes,0.3,2026-05-12T06:42:46.142Z,0.00039879585079079195,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,paper_hands|bundler,,,,,,no,0,no,0,no,,,
127,stale,94.7,B,115.9,719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,https://gmgn.ai/sol/address/719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,FASHR,FASHRCrypto,FASHR,2,2,1.000,2,2,0.69,1.4,2026-05-10T20:28:45.000Z,2026-05-11T05:34:06.311Z,54000,,-298.64362016406,0,yes,1.4,2026-05-11T05:34:06.311Z,0.0001963800326182618,,,0.30128205128205127,,,7d,2026-05-12T14:30:10.312Z,bullx|axiom|kol|app_smart_money|padre,30.72,154.1559798912,<100K,342,2026-05-12T14:30:20.502Z,yes,kol_noisy_not_profitable,"Owner: same KOL from before; not profitable, just KOL wallet; should not be generic insufficient_data.",gmgn,renowned,kol|axiom|bullx|padre,paper_hands|bundler,inflated_or_wash,85,remove,"KOL-like wallet with negative PnL (-$4,986.51) and low win rate (30.72%); manual label explicitly marks as noisy KOL with no profitable trader activity.",2026-05-12T14:31:53.714Z,yes,-21.2,yes,3,yes,latest 3 consecutive LLM reviews recommended remove,,
128,B,94.6,B,94.6,FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,https://gmgn.ai/sol/address/FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,,,,2,1,1.000,2,1,2,4.3,2026-05-08T08:02:18.000Z,2026-05-08T08:08:34.974Z,138073,0,551.9573547817814,0.481481,no,4.3,2026-05-08T08:08:34.974Z,53.72458131812777,,,,,,,,,,,,,,no,,,okx,smart_money,,,,,,,,no,0,no,0,no,,,
129,C,94.5,C,94.5,7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn,https://gmgn.ai/sol/address/7VBTpiiEjkwRbRGHJFUz6o5fWuhPFtAmy8JGhNqwHNnn,brox 🧟‍♂️,ohbrox,brox 🧟‍♂️,1,1,0.500,2,2,2,1.4,2026-05-10T20:15:13.000Z,2026-05-11T05:34:06.311Z,28902,,216.05018043973,0,yes,1.4,2026-05-11T05:34:06.311Z,0.00017505374389323119,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom|photon|bullx|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
130,C,94.5,C,94.5,926XuvXosALA5EFivN16y4Ey8BY21kZYUXvhkNYBwYSj,https://gmgn.ai/sol/address/926XuvXosALA5EFivN16y4Ey8BY21kZYUXvhkNYBwYSj,trancey (bull mode),tranc3y,trancey (bull mode),1,1,1.000,1,1,1,1.4,2026-05-10T12:32:10.000Z,2026-05-11T05:33:22.267Z,119579,,7.51445698478869,0,yes,1.4,2026-05-11T05:33:22.267Z,0.0007837075005860159,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|gmgn,bundler,,,,,,no,0,no,0,no,,,
