rank,tier,priority_score,formula_tier,formula_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,gmgn_realized_profit_usd,gmgn_pnl_ratio,gmgn_winrate,gmgn_buy_count,gmgn_sell_count,gmgn_period,gmgn_snapshot_at_iso,gmgn_snapshot_age_days,gmgn_profile_fresh,gmgn_tags,okx_win_rate,okx_avg_buy_value_usd,okx_preferred_mcap,okx_buy_tx_count,okx_snapshot_at_iso,kol_like,owner_manual_label,owner_manual_notes,sources,tags,provider_tags,token_tags,llm_verdict,llm_confidence,llm_recommended_action,llm_reasoning,llm_reviewed_at_iso,llm_review_fresh,llm_score_adjustment,llm_formula_disagreement,stale_review_count,stale_candidate,stale_reason,import_candidate,import_blocked,import_block_reason,review_lane,saved_but_now_blocked,manual_rating,manual_notes
68,B,111,B,111,1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,https://gmgn.ai/sol/address/1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,,,,2,2,0.400,5,5,1.26,0.7,2026-05-10T21:17:04.000Z,2026-05-12T06:42:36.124Z,125441,,-9.23585531868,0,yes,0.7,2026-05-12T06:42:36.124Z,0.00008348367046194768,,,0.45514950166112955,,,7d,2026-05-12T16:35:55.136Z,0.3,yes,smart_degen|axiom,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands,insufficient_data,60,watch,"Local harvester data is dominated by holder sightings with unavailable amounts and a negative PnL, preventing classification as a smart trader despite GMGN tags.",2026-05-12T16:38:54.740Z,yes,0,no,0,no,,no,no,,watch,no,,
69,C,110.5,C,110.5,64ozFG3EAKga6PugXZjdoU5uvbNiN3r1RsTodJvpBShH,https://gmgn.ai/sol/address/64ozFG3EAKga6PugXZjdoU5uvbNiN3r1RsTodJvpBShH,,,,1,1,0.500,2,2,0.51,0.7,2026-05-08T07:40:13.000Z,2026-05-12T06:42:46.142Z,148473,0,0,0,yes,0.7,2026-05-12T06:42:46.142Z,0.0003826835217233441,,,,,,,,,no,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,axiom|photon|gmgn,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
70,C,109.6,C,109.6,39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,https://gmgn.ai/sol/address/39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,,,,1,1,0.167,6,5,1.52,0.7,2026-05-10T05:47:20.000Z,2026-05-12T06:42:34.186Z,119579,,-20.80181463353,0,yes,0.7,2026-05-12T06:42:34.186Z,0.003713751165949373,,,,,,,,,no,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,padre,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
71,C,109.2,C,109.2,8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,https://gmgn.ai/sol/address/8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,,,,1,1,0.143,7,6,1.76,0.7,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,,599.48029763639,0,yes,0.7,2026-05-12T06:42:34.187Z,0.003177982234462318,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
72,B,107.6,B,116,J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,https://gmgn.ai/sol/address/J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,,,,2,2,0.667,3,3,1.03,1.7,2026-05-10T15:32:19.000Z,2026-05-11T05:33:34.161Z,15143,,26.60729254129,0,yes,1.7,2026-05-11T05:33:34.161Z,0.00011558134421095285,,,0.5408163265306123,,,7d,2026-05-12T16:36:19.920Z,0.3,yes,axiom|smart_degen,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,inflated_or_wash,70,demote,"All sightings are holds with unavailable amounts, token tags bundler/paper_hands, and low winrate (54%) suggest wash trading.",2026-05-12T16:38:13.205Z,yes,-8.4,yes,0,no,,no,no,,owner_review,no,,
73,C,107.5,C,107.5,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,https://gmgn.ai/sol/address/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,Nach,NachSOL,Nach,1,1,0.143,7,6,1.76,0.7,2026-05-10T22:30:11.000Z,2026-05-12T06:42:34.192Z,119579,1332,-537.0258086557,0,yes,0.7,2026-05-12T06:42:34.192Z,0.0005549245361809518,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands|top_holder,,,,,,no,0,no,0,no,,no,no,,watch,no,,
74,C,106.9,C,106.9,FKHvdDnYoWHQ2sMgM2LMg3VWyAuTdpzJS8LVMevXh9XG,https://gmgn.ai/sol/address/FKHvdDnYoWHQ2sMgM2LMg3VWyAuTdpzJS8LVMevXh9XG,,,,1,1,1.000,1,1,1,1.7,2026-05-11T00:31:40.000Z,2026-05-11T05:34:06.309Z,28902,,178.41666045988,0,yes,1.7,2026-05-11T05:34:06.309Z,0.000031389557960647236,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,padre,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
75,C,106.8,C,106.8,Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,https://gmgn.ai/sol/address/Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,,,,1,1,0.500,2,2,1.91,0.7,2026-05-10T06:20:33.000Z,2026-05-12T06:42:34.187Z,119579,,2442.47028613289,0,yes,0.7,2026-05-12T06:42:34.187Z,0.0003676109880395506,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
76,C,106.1,C,106.1,4LWXdfSb13EemLs9DqEUcPFs9LM8xvMNwxWibyt57tw5,https://gmgn.ai/sol/address/4LWXdfSb13EemLs9DqEUcPFs9LM8xvMNwxWibyt57tw5,TRADER Corporation,TRADER,TRADER Corporation,1,1,1.000,1,1,1,1.7,2026-05-10T20:14:27.000Z,2026-05-11T05:34:06.309Z,28902,,131.51963772031,0,yes,1.7,2026-05-11T05:34:06.309Z,0.00018560549373564027,,,,,,,,,no,,,,,,,yes,,,gmgn,smart_degen,padre|fomo,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
77,C,105.5,C,105.5,FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,https://gmgn.ai/sol/address/FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,radiance,radiancebrr,radiance,1,1,0.500,2,2,0.51,0.7,2026-05-10T20:47:40.000Z,2026-05-12T06:41:52.242Z,28902,,0,0,yes,0.7,2026-05-12T06:41:52.242Z,0.0016191743006068221,,,,,,,,,no,,,,,,,yes,,,okx|gmgn,kol|renowned,kol|axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
78,C,104.9,C,104.9,HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,https://gmgn.ai/sol/address/HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,zucc,zuccschini,zucc,1,1,0.500,2,2,0.69,1.7,2026-05-10T05:46:54.000Z,2026-05-11T05:33:46.292Z,119579,,-6.2583285049,0,yes,1.7,2026-05-11T05:33:46.292Z,0.0036585150093664262,,,,,,,,,no,,,,,,,yes,,,okx|gmgn,smart_money|smart_degen,,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
79,B,104.8,B,102.7,mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,https://gmgn.ai/sol/address/mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,,,,2,2,0.400,5,5,1.71,1.7,2026-05-10T20:45:40.000Z,2026-05-11T05:34:06.309Z,74240,,2.48186991643,0,yes,1.7,2026-05-11T05:34:06.309Z,0.0002088112570329388,,,0.37333333333333335,,,7d,2026-05-12T16:36:22.945Z,0.3,yes,axiom,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,bot_or_sniper,70,keep,"Provider tags indicate bundler/paper_hands behavior with a low GMGN win rate and one large sell sighting, suggesting bot or high-frequency trading patterns.",2026-05-12T16:38:32.896Z,yes,2.1,no,0,no,,yes,no,,ready,no,,
80,C,104.6,C,104.6,HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,https://gmgn.ai/sol/address/HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,tobx,TobxG,tobx,1,1,0.167,6,5,1.51,0.7,2026-05-10T23:53:44.000Z,2026-05-12T06:42:34.191Z,119579,,-95.1532039329,0,yes,0.7,2026-05-12T06:42:34.191Z,0.004316661059287821,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|wash_trader,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
81,C,104,C,104,8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,https://gmgn.ai/sol/address/8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,Cooker.hl | Kms.eth | 版本之子 | Cooker,CookerFlips,Cooker.hl | Kms.eth | 版本之子 | Cooker,1,1,0.200,5,5,1.26,0.7,2026-05-10T22:46:54.000Z,2026-05-12T06:42:34.192Z,28902,,-38602.76146225908,0,yes,0.7,2026-05-12T06:42:34.192Z,0.007472607356109383,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|trojan|gmgn|wash_trader,bundler|paper_hands|whale|diamond_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
82,C,103.7,C,103.7,HZyJNKiMYYgpvd7xK36tGkdG1xf9SkNQjNy8koSDcGyA,https://gmgn.ai/sol/address/HZyJNKiMYYgpvd7xK36tGkdG1xf9SkNQjNy8koSDcGyA,,,,1,1,0.250,4,4,1.01,0.7,2026-05-06T10:40:04.000Z,2026-05-12T06:42:16.139Z,139810,,546.023452352,0,yes,0.7,2026-05-12T06:42:16.139Z,0.012002619459304245,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
83,B,103.1,B,103.1,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,https://gmgn.ai/sol/address/FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,,,,2,2,0.667,3,3,3,4.6,2026-05-07T18:06:42.000Z,2026-05-08T08:07:29.507Z,105200,,-4.31056919511,0,no,4.6,2026-05-08T08:07:29.507Z,0.0004705159175556129,,,0.7368421052631579,,,7d,2026-05-12T16:36:14.422Z,0.3,yes,axiom,,,,,,no,,,gmgn,smart_degen,,,insufficient_data,25,watch,"Only holder sightings with no trade actions, negative PnL, and unavailable amounts; cannot confirm trading activity.",2026-05-12T16:37:54.755Z,yes,0,no,0,no,,no,no,,watch,no,,
84,C,103.1,C,103.1,GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,https://gmgn.ai/sol/address/GBeuq1LCo7A1VvZ5cwAQWKqXZXwemrLW97qAMF9YKpz7,,,,1,1,0.167,6,5,1.51,0.7,2026-05-07T03:33:40.000Z,2026-05-12T06:42:32.171Z,131302,,178.12822219967,0,yes,0.7,2026-05-12T06:42:32.171Z,0.00018112472700861944,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
85,B,103.1,B,103.1,hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,https://gmgn.ai/sol/address/hnu69n6P5CgYXCtUKii9wgamqtDeTVHY3TVJ6HKt7wC,,,,2,2,0.667,3,3,3,4.6,2026-05-08T02:50:54.000Z,2026-05-08T08:07:29.507Z,144159,0,18.29494663328798,0,no,4.6,2026-05-08T08:07:29.507Z,0.0028703068572578302,,,0.9161676646706587,,,7d,2026-05-12T16:36:22.459Z,0.3,yes,padre,,,,,,no,,,gmgn,smart_degen,,,insufficient_data,40,watch,"GMGN analytics show high win rate but no stored trade activity and only holder sightings with negligible amounts, making it impossible to confirm as a genuine trader.",2026-05-12T16:38:32.896Z,yes,0,no,0,no,,no,no,,watch,no,,
86,C,102.7,C,102.7,2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,https://gmgn.ai/sol/address/2fNPNJKE3ny6b5Vo1wdfa7J7KqYNjeyBM3PbGGSJ398r,,,,1,1,0.143,7,7,1.77,0.7,2026-05-10T20:46:42.000Z,2026-05-12T06:42:46.145Z,28902,,21.64777492941,0,yes,0.7,2026-05-12T06:42:46.145Z,0.0003796176463614259,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
87,C,102.4,C,102.4,teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,https://gmgn.ai/sol/address/teddyYXw7aiNpDuQCeLb2YiBJhqthBid4C54BuWcPxm,,,,1,1,0.333,3,3,0.75,0.7,2026-05-08T06:07:00.000Z,2026-05-12T06:42:32.169Z,131302,408,359.83717240678,0,yes,0.7,2026-05-12T06:42:32.169Z,0.00002635394625561532,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|padre,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
88,C,102,C,102,4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,https://gmgn.ai/sol/address/4vw54BmAogeRV3vPKWyFet5yf8DTLcREzdSzx4rw9Ud9,decu,notdecu,decu,1,1,0.333,3,3,0.75,0.7,2026-05-10T20:09:28.000Z,2026-05-12T06:42:46.148Z,28902,,-3.91000637385,0,yes,0.7,2026-05-12T06:42:46.148Z,0.00000615449841959865,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
89,C,102,C,102,98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,https://gmgn.ai/sol/address/98T65wcMEjoNLDTJszBHGZEX75QRe8QaANXokv4yw3Mp,Leck,LeckSol,Leck,1,1,0.333,3,3,0.76,0.7,2026-05-10T20:13:16.000Z,2026-05-12T06:42:36.124Z,28902,,-0.35674647372,0,yes,0.7,2026-05-12T06:42:36.124Z,0.000037748960313788706,,,,,,,,,no,,,,,,,yes,,,okx|gmgn,kol|renowned,kol|axiom|bullx|padre,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
90,C,102,C,102,J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,https://gmgn.ai/sol/address/J4wCvZgKj2geSqsu5YpFh5pP2uecmjHsKyyCNwy7eLVC,三千火炎焱,iurttkx,三千火炎焱,1,1,0.333,3,3,0.76,0.7,2026-05-07T11:09:40.000Z,2026-05-12T06:41:52.242Z,148507,,-25.6501717548,0,yes,0.7,2026-05-12T06:41:52.242Z,0.00578214791874229,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|gmgn,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
91,C,101.9,C,101.9,Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,https://gmgn.ai/sol/address/Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,,,,1,1,0.500,2,2,1.91,0.7,2026-05-10T10:52:49.000Z,2026-05-12T06:42:34.187Z,119579,,378.40920301622,0,yes,0.7,2026-05-12T06:42:34.187Z,0.0038996373602804787,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
92,B,101.8,A,121.8,M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,https://gmgn.ai/sol/address/M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,,,,3,3,0.750,4,4,4,4.6,2026-05-07T14:51:22.000Z,2026-05-08T08:07:27.489Z,122472,,-26.15459134652,0,no,4.6,2026-05-08T08:07:27.489Z,0.0001886488473745097,,,0.3373493975903614,,,7d,2026-05-12T16:36:20.441Z,0.3,yes,axiom|smart_degen|padre,,,,,,no,,,gmgn,smart_degen,,,inflated_or_wash,80,remove,"Negative PnL (-$26), low winrate (34%), all holds with unavailable amounts, and created 41 tokens, indicating likely wash trading.",2026-05-12T16:38:13.205Z,yes,-20,yes,1,no,,yes,no,,ready,no,,
93,C,101.6,C,101.6,7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,https://gmgn.ai/sol/address/7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,,,,1,1,0.333,3,3,3,1.7,2026-05-10T05:50:05.000Z,2026-05-11T05:33:46.292Z,119579,,5101.817791277132,0,yes,1.7,2026-05-11T05:33:46.292Z,0.006374116257461653,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler|transfer_in,,,,,,no,0,no,0,no,,no,no,,watch,no,,
94,C,101.5,C,101.5,8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,https://gmgn.ai/sol/address/8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,,,,1,1,0.500,2,2,1.91,0.7,2026-05-10T06:49:33.000Z,2026-05-12T06:42:34.186Z,119579,,317.90896431589,0,yes,0.7,2026-05-12T06:42:34.186Z,0.0031232239727381436,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
95,C,101.1,C,101.1,DvsVANJkMX3NmZYTVbCKhkZgr1FXYX5oHnhzN97o8hAM,https://gmgn.ai/sol/address/DvsVANJkMX3NmZYTVbCKhkZgr1FXYX5oHnhzN97o8hAM,,,,1,1,0.333,3,3,0.76,0.7,2026-05-10T14:26:33.000Z,2026-05-12T06:42:16.139Z,119579,,215.89171854796,0,yes,0.7,2026-05-12T06:42:16.139Z,0.00010643033248499798,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom|trojan|padre|pepeboost,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
96,C,100.6,C,100.6,4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,https://gmgn.ai/sol/address/4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,,,,1,1,0.500,2,2,2,4.6,2026-05-08T06:20:28.000Z,2026-05-08T08:08:34.970Z,91917,,591.9426960182723,0.466667,no,4.6,2026-05-08T08:08:34.970Z,48.990444028327616,,,,,,,,,no,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,,,,,,,,no,0,no,0,no,,no,no,,watch,no,,
97,C,100.3,C,100.3,56zoeCrehFaXAtJWLGRvdAkED6emPaAVf1Di4AQiJZpk,https://gmgn.ai/sol/address/56zoeCrehFaXAtJWLGRvdAkED6emPaAVf1Di4AQiJZpk,rachaelsacks.eth,RAnSacks,rachaelsacks.eth,1,1,0.250,4,3,1.01,0.7,2026-05-08T00:20:14.000Z,2026-05-12T06:42:32.171Z,131302,,-398.2249254943804,0,yes,0.7,2026-05-12T06:42:32.171Z,0.013276950357063867,,,,,,,,,no,,,,,,,yes,,,gmgn|okx,renowned|kol,kol,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
98,C,100.3,C,100.3,BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,https://gmgn.ai/sol/address/BNqKcFbBcfdVvvtVxPPioQXSTVmq1KUDLRw4ARHi28i2,,,,1,1,0.250,4,4,4,1.7,2026-05-10T10:12:43.000Z,2026-05-11T05:33:58.284Z,119579,,6055.7001743080045,0,yes,1.7,2026-05-11T05:33:58.284Z,0.00032204318041578804,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,,,,,no,0,no,0,no,,no,no,,watch,no,,
99,C,100.3,C,100.3,FEawALsm5KT6UHySiFPDwAanvUWXzMadJSMxncdebnge,https://gmgn.ai/sol/address/FEawALsm5KT6UHySiFPDwAanvUWXzMadJSMxncdebnge,,,,1,1,1.000,1,1,1,1.7,2026-05-10T15:32:19.000Z,2026-05-11T05:33:34.162Z,4713,,12.95704492134,0,yes,1.7,2026-05-11T05:33:34.162Z,0.00011723188858214087,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
100,C,100.1,C,100.1,6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,https://gmgn.ai/sol/address/6bxvSqw7bzRHTPNf2ZRvywLRqJ9LFn47sHaq5sd6bk5o,JAY,jaystoolate,JAY,1,1,0.250,4,4,3.82,0.7,2026-05-10T06:23:17.000Z,2026-05-12T06:42:34.186Z,119579,,3045.8762573105,0,yes,0.7,2026-05-12T06:42:34.186Z,0.0018094549402129282,,,,,,,,,no,,,,,,,yes,,,gmgn,smart_degen,axiom|photon|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
101,C,100,C,100,4NMLbGDzjYoBMH4Lkg5964D2XW9XAg6w9eUXJqsCUXg6,https://gmgn.ai/sol/address/4NMLbGDzjYoBMH4Lkg5964D2XW9XAg6w9eUXJqsCUXg6,,,,1,1,0.500,2,2,0.51,0.7,2026-05-07T22:08:18.000Z,2026-05-12T06:42:16.125Z,79098,,37.37763939535,0,yes,0.7,2026-05-12T06:42:16.125Z,0.000053512526123172215,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
102,B,99.9,B,97.6,Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,https://gmgn.ai/sol/address/Nsgx8SAf9jSmwqewSttpXbEKAHSPZPae2gFLfj6Yu44,,,,2,2,0.500,4,4,4,4.6,2026-05-07T04:00:23.000Z,2026-05-08T08:07:29.513Z,135556,,82.1359132483,0,no,4.6,2026-05-08T08:07:29.513Z,0.002575505466355531,,,0.35714285714285715,,,7d,2026-05-12T16:36:20.946Z,0.3,yes,axiom,,,,,,no,,,gmgn,smart_degen,,,genuine_smart_trader,75,keep,Trader sightings with significant sell amounts and positive PnL on microcaps suggest active trading despite high token creation count.,2026-05-12T16:38:54.740Z,yes,2.3,no,0,no,,yes,no,,ready,no,,
103,B,99.6,B,97.6,CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,https://gmgn.ai/sol/address/CVxUKFrWDYkE3gsZP9gyVmLD6XkXykk2ukKhAfNrJev8,,,,2,2,0.500,4,4,4,4.6,2026-05-07T13:03:12.000Z,2026-05-08T08:07:29.513Z,109454,,44.06819989814,0,no,4.6,2026-05-08T08:07:29.513Z,0.000059284517504793545,,,0.5139240506329114,,,7d,2026-05-12T16:36:09.894Z,0.3,yes,smart_degen,,,,,,no,,,gmgn,smart_degen,,,genuine_smart_trader,65,keep,"One sell trade with $489 profit and GMGN smart_degen tag, though limited sightings reduce confidence in consistent trading ability.",2026-05-12T16:37:37.292Z,yes,2,no,0,no,,yes,no,,ready,no,,
104,C,99.4,C,99.4,3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,https://gmgn.ai/sol/address/3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,,,,1,1,0.200,5,5,1.72,1.7,2026-05-07T05:08:19.000Z,2026-05-11T05:33:58.284Z,131302,,4617.4405317291,0,yes,1.7,2026-05-11T05:33:58.284Z,0.000026510851132486276,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,,,,,no,0,no,0,no,,no,no,,watch,no,,
105,C,98.6,C,98.6,FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,https://gmgn.ai/sol/address/FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,,,,1,1,0.200,5,5,1.72,1.7,2026-05-07T03:29:52.000Z,2026-05-11T05:33:58.281Z,131302,,3461.3612427721196,0,yes,1.7,2026-05-11T05:33:58.281Z,0.00003572809757966395,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
106,C,98.5,C,98.5,7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,https://gmgn.ai/sol/address/7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,,,,1,1,0.333,3,3,2.86,0.7,2026-05-10T08:47:29.000Z,2026-05-12T06:42:32.169Z,119579,,821.4686921692341,0,yes,0.7,2026-05-12T06:42:32.169Z,0.0035797739167373237,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,bullx|gmgn,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
107,C,98.2,C,98.2,8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,https://gmgn.ai/sol/address/8fsKLLtvKNanL4ginCaiRS6UfeemY11rSf8U8fN1dJw4,Stigman,Stigman__,Stigman,1,1,0.200,5,5,4.77,0.7,2026-05-10T05:20:21.000Z,2026-05-12T06:42:34.186Z,119579,,1622.5651211144684,0,yes,0.7,2026-05-12T06:42:34.186Z,0.0026731472691209927,,,,,,,,,no,,,,,,,yes,,,gmgn,smart_degen,axiom|padre,bundler|transfer_in|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
108,C,98.1,C,98.1,VVV4C8wbLVU5Yw2JmdF7SPmoG2ubmJmmcjzHAJcdHgH,https://gmgn.ai/sol/address/VVV4C8wbLVU5Yw2JmdF7SPmoG2ubmJmmcjzHAJcdHgH,钻石手,Sunnyikes,钻石手,1,1,0.125,8,7,2.01,0.7,2026-05-07T14:58:00.000Z,2026-05-12T06:42:34.192Z,131302,,15.87507880132,0,yes,0.7,2026-05-12T06:42:34.192Z,0.0006496741541321508,,,,,,,,,no,,,,,,,yes,,,gmgn,renowned,kol|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,no,no,,watch,no,,
109,C,97.9,C,97.9,AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,https://gmgn.ai/sol/address/AdmuNy6KJgYa8GoJXDqCknBte57WQEf8khQG9iu9cY5,,,,1,1,0.500,2,2,2,1.7,2026-05-10T05:30:59.000Z,2026-05-11T05:33:46.296Z,119579,,147.58212796779,0,yes,1.7,2026-05-11T05:33:46.296Z,0.014075112602598583,,,,,,,,,no,,,,,,,no,,,gmgn,smart_degen,,bundler|paper_hands,,,,,,no,0,no,0,no,,no,no,,watch,no,,
